Naam_2;?ID;RegioS;Perioden;Bevolkingsdichtheid_57;GemiddeldeHuishoudensgrootte_89;Woningdichtheid_93;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;Woningen_97;NietWoningen_98;GemiddeldeWoningwaarde_99;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_122;TypeEenpersoonshuishouden_123;TypeEenoudergezin_124;TypePaarZonderKind_125;TypePaarMetKindEren_126;BronInkomenAlsWerknemer_127;BronInkomenAlsZelfstandige_128;BronOverdrachtsinkomen_129;WoningbezitEigenWoning_130;WoningbezitHuurwoning_131
Vlissingen;19351;GM0718;1998JJ00;1309;2.18;589;.;.;.;1418;547;70;;;;;;;;;;;
Vlissingen;19352;GM0718;1999JJ00;1303;2.16;594;.;.;.;1410;604;70;;;;;;;;;;;
Vlissingen;19353;GM0718;2000JJ00;1296;2.15;593;.;.;.;1368;729;66;;;;;;;;;;;
Vlissingen;19354;GM0718;2001JJ00;1309;2.14;603;.;.;.;1929;746;92;;;;;;;;;;;
Vlissingen;19355;GM0718;2002JJ00;1328;2.13;606;.;.;.;1957;757;92;;;;;;;;;;;
Vlissingen;19356;GM0718;2003JJ00;1324;2.11;612;.;.;.;1991;775;87;;;;;;;;;;;
Vlissingen;19357;GM0718;2004JJ00;1325;2.10;614;.;.;.;2017;819;87;;;;;;;;;;;
Vlissingen;19358;GM0718;2005JJ00;1329;2.09;618;.;.;.;3095;985;136;;;;;;;;;;;
Vlissingen;19359;GM0718;2006JJ00;1320;2.06;625;52.2;44.3;3.5;3142;1001;137;;;;;;;;;;;
Vlissingen;19360;GM0718;2007JJ00;1318;2.05;622;53.6;42.4;4.0;3577;1073;155;;;;;;;;;;;
Vlissingen;19361;GM0718;2008JJ00;1312;2.05;629;54.0;41.0;5.0;3851;1160;165;18.5;;;;;;;;;;
Vlissingen;19362;GM0718;2009JJ00;1309;2.04;633;54.8;43.6;1.6;3973;1265;169;17.2;;;;;;;;;;
Vlissingen;19363;GM0718;2010JJ00;1307;2.04;637;54.3;43.9;1.7;3987;1291;170;16.7;;;;;;;;;;
Vlissingen;19364;GM0718;2011JJ00;1303;2.03;637;54.1;44.4;1.5;3898;1316;166;17.5;32.6;20.8;27.3;37.3;47.6;36.7;49.5;25.7;40.7;21.6
Vlissingen;19365;GM0718;2012JJ00;1302;2.02;641;56.3;43.5;0.1;3799;1350;171;16.9;32.7;20.7;27.2;37.7;48.1;37.2;49.1;25.6;40.9;21.6
Vlissingen;19366;GM0718;2013JJ00;1300;2.01;648;55.8;43.6;0.6;3661;1314;164;16.8;33.0;20.9;27.6;38.0;49.2;38.1;50.8;25.5;41.7;21.4
Vlissingen;19367;GM0718;2014JJ00;1300;2.00;653;55.5;43.5;1.0;3401;1206;154;16.7;34.2;21.6;28.5;39.5;51.3;39.6;55.9;25.9;43.3;21.9
Vlissingen;19368;GM0718;2015JJ00;1301;1.99;654;55.6;43.4;1.1;3317;1179;148;16.4;34.7;22.0;29.7;39.6;52.7;40.4;56.9;26.0;43.8;22.3
Vlissingen;19369;GM0718;2016JJ00;1298;1.99;655;55.6;43.1;1.3;3335;1109;148;16.6;35.6;22.4;30.6;41.1;54.2;41.7;58.9;26.4;45.0;22.8
Vlissingen;19370;GM0718;2017JJ00;1296;1.98;657;55.4;43.1;1.5;3348;999;151;16.5;36.2;22.6;31.6;41.7;56.2;42.5;59.0;26.9;45.9;23.1
Vlissingen;19371;GM0718;2018JJ00;1296;1.97;664;55.0;43.5;1.5;3471;1120;154;17.7;37.1;23.0;32.1;42.8;58.6;43.3;62.1;27.3;47.2;23.5
Vlissingen;19372;GM0718;2019JJ00;1293;1.96;666;55.9;43.7;0.3;3592;1043;158;17.2;38.6;24.2;34.2;44.6;61.5;44.7;63.3;28.5;49.1;24.4
Vlissingen;19373;GM0718;2020JJ00;1293;1.96;668;55.7;43.8;0.5;3831;1182;167;17.3;39.9;24.9;.;45.5;63.9;47.1;.;29.3;50.7;25.4
Vlissingen;19374;GM0718;2021JJ00;1293;1.95;667;56.3;43.3;0.3;;;181;;;;;;;;;;;
Vlissingen;19375;GM0718;2022JJ00;1297;1.94;672;;;;;;199;;;;;;;;;;;
Voerendaal;19404;GM0986;1995JJ00;418;2.62;157;.;.;.;.;.;.;;;;;;;;;;;
Voerendaal;19405;GM0986;1996JJ00;416;2.58;159;.;.;.;.;.;.;;;;;;;;;;;
Voerendaal;19406;GM0986;1997JJ00;416;2.56;160;.;.;.;393;54;80;;;;;;;;;;;
Voerendaal;19407;GM0986;1998JJ00;416;2.54;162;.;.;.;395;54;80;;;;;;;;;;;
Voerendaal;19408;GM0986;1999JJ00;414;2.52;163;.;.;.;396;55;79;;;;;;;;;;;
Voerendaal;19409;GM0986;2000JJ00;414;2.50;164;.;.;.;405;60;80;;;;;;;;;;;
Voerendaal;19410;GM0986;2001JJ00;417;2.49;166;.;.;.;794;86;154;;;;;;;;;;;
Voerendaal;19411;GM0986;2002JJ00;417;2.47;169;.;.;.;803;85;155;;;;;;;;;;;
Voerendaal;19412;GM0986;2003JJ00;415;2.45;169;.;.;.;808;83;154;;;;;;;;;;;
Voerendaal;19413;GM0986;2004JJ00;412;2.43;170;.;.;.;812;89;154;;;;;;;;;;;
Voerendaal;19414;GM0986;2005JJ00;411;2.42;170;.;.;.;1125;104;210;;;;;;;;;;;
Voerendaal;19415;GM0986;2006JJ00;411;2.40;172;66.4;31.2;2.4;1117;110;210;;;;;;;;;;;
Voerendaal;19416;GM0986;2007JJ00;407;2.37;172;66.9;30.5;2.6;1214;108;224;;;;;;;;;;;
Voerendaal;19417;GM0986;2008JJ00;405;2.33;173;67.7;30.2;2.1;1213;117;222;1.8;;;;;;;;;;
Voerendaal;19418;GM0986;2009JJ00;404;2.32;173;68.3;31.4;0.2;1247;122;228;1.7;;;;;;;;;;
Voerendaal;19419;GM0986;2010JJ00;403;2.31;173;70.4;29.4;0.2;1262;142;232;1.8;;;;;;;;;;
Voerendaal;19420;GM0986;2011JJ00;402;2.31;174;69.4;30.5;0.1;1224;148;226;2.5;39.9;23.1;33.8;40.9;52.8;45.5;60.4;29.7;45.6;24.6
Voerendaal;19421;GM0986;2012JJ00;402;2.29;173;71.0;28.4;0.6;1224;151;223;2.2;39.9;23.1;31.8;41.0;53.6;46.2;55.2;30.2;46.0;24.2
Voerendaal;19422;GM0986;2013JJ00;400;2.28;176;70.2;29.2;0.7;1204;147;218;1.9;40.3;23.8;32.4;41.3;54.6;47.2;57.7;29.8;46.3;24.6
Voerendaal;19423;GM0986;2014JJ00;395;2.25;178;69.6;28.7;1.7;1132;146;205;1.9;41.8;24.0;34.5;43.3;57.3;48.6;62.7;31.4;48.2;24.8
Voerendaal;19424;GM0986;2015JJ00;393;2.24;180;69.7;28.5;1.8;1120;143;202;2.0;42.4;24.4;34.4;44.3;58.2;50.4;58.0;31.6;48.8;25.7
Voerendaal;19425;GM0986;2016JJ00;396;2.23;182;68.8;28.6;2.6;1165;130;208;1.9;43.3;24.8;35.6;44.6;61.4;51.0;61.7;32.1;49.9;26.0
Voerendaal;19426;GM0986;2017JJ00;395;2.23;183;68.5;29.0;2.5;1176;125;210;1.9;45.0;25.4;37.1;46.7;63.7;51.1;69.0;34.5;52.0;26.6
Voerendaal;19427;GM0986;2018JJ00;393;2.21;183;70.3;27.1;2.5;1232;146;222;1.9;46.2;25.9;37.6;48.4;65.7;54.0;71.7;33.3;53.4;26.9
Voerendaal;19428;GM0986;2019JJ00;395;2.21;183;71.1;28.7;0.3;1327;127;237;2.1;48.4;29.2;40.2;48.9;69.0;55.1;83.5;35.0;55.8;28.5
Voerendaal;19429;GM0986;2020JJ00;396;2.21;185;70.5;29.3;0.3;1439;126;254;2.1;49.5;.;.;.;.;57.6;.;.;57.2;.
Voerendaal;19430;GM0986;2021JJ00;396;2.21;184;70.6;29.3;0.1;;;264;;;;;;;;;;;
Voerendaal;19431;GM0986;2022JJ00;394;2.19;185;;;;;;281;;;;;;;;;;;
Voorschoten;19488;GM0626;1995JJ00;2022;2.42;819;.;.;.;.;.;.;;;;;;;;;;;
Voorschoten;19489;GM0626;1996JJ00;2026;2.40;831;.;.;.;.;.;.;;;;;;;;;;;
Voorschoten;19490;GM0626;1997JJ00;2045;2.39;843;.;.;.;1163;152;123;;;;;;;;;;;
Voorschoten;19491;GM0626;1998JJ00;2046;2.39;843;.;.;.;1160;154;123;;;;;;;;;;;
Voorschoten;19492;GM0626;1999JJ00;2036;2.37;843;.;.;.;1161;153;124;;;;;;;;;;;
Voorschoten;19493;GM0626;2000JJ00;2023;2.36;843;.;.;.;1164;155;123;;;;;;;;;;;
Voorschoten;19494;GM0626;2001JJ00;2020;2.37;846;.;.;.;1737;201;183;;;;;;;;;;;
Voorschoten;19495;GM0626;2002JJ00;2014;2.35;847;.;.;.;1747;207;182;;;;;;;;;;;
Voorschoten;19496;GM0626;2003JJ00;2010;2.34;852;.;.;.;1766;213;183;;;;;;;;;;;
Voorschoten;19497;GM0626;2004JJ00;2007;2.34;856;.;.;.;1813;215;185;;;;;;;;;;;
Voorschoten;19498;GM0626;2005JJ00;2026;2.33;875;.;.;.;2688;247;269;;;;;;;;;;;
Voorschoten;19499;GM0626;2006JJ00;2040;2.32;889;59.3;37.6;3.2;2706;251;270;;;;;;;;;;;
Voorschoten;19500;GM0626;2007JJ00;2031;2.30;891;60.1;36.5;3.5;2848;288;284;;;;;;;;;;;
Voorschoten;19501;GM0626;2008JJ00;2038;2.31;898;59.9;36.0;4.1;3047;307;294;5.4;;;;;;;;;;
Voorschoten;19502;GM0626;2009JJ00;2058;2.30;907;60.2;39.5;0.3;3225;299;309;5.4;;;;;;;;;;
Voorschoten;19503;GM0626;2010JJ00;2100;2.31;937;59.3;40.2;0.5;3337;286;313;5.8;;;;;;;;;;
Voorschoten;19504;GM0626;2011JJ00;2139;2.30;963;57.2;42.5;0.3;3387;293;311;5.4;46.7;26.0;34.6;50.6;65.7;52.6;62.9;35.4;56.1;28.0
Voorschoten;19505;GM0626;2012JJ00;2179;2.29;982;62.8;36.9;0.3;3378;291;305;5.0;46.9;26.7;34.0;51.7;65.3;52.7;60.9;36.2;56.3;28.0
Voorschoten;19506;GM0626;2013JJ00;2210;2.28;984;63.0;36.8;0.3;3307;287;300;4.8;46.5;26.5;34.0;50.7;65.8;53.7;58.5;34.9;56.4;27.7
Voorschoten;19507;GM0626;2014JJ00;2237;2.29;994;62.3;36.4;1.3;3171;274;288;4.4;49.8;27.7;36.2;54.0;71.2;55.6;73.4;37.9;60.8;28.7
Voorschoten;19508;GM0626;2015JJ00;2254;2.28;994;63.3;35.4;1.3;3094;284;280;4.7;48.6;27.9;35.5;52.0;69.8;57.1;61.6;35.3;58.8;29.3
Voorschoten;19509;GM0626;2016JJ00;2258;2.28;1004;62.9;35.4;1.7;3167;287;281;4.9;50.5;28.1;37.2;53.5;74.4;58.7;67.7;36.9;61.5;29.6
Voorschoten;19510;GM0626;2017JJ00;2267;2.26;1018;62.6;35.3;2.1;3290;286;328;5.1;52.1;28.7;39.5;56.1;76.4;58.8;69.4;40.4;63.7;30.0
Voorschoten;19511;GM0626;2018JJ00;2284;2.26;1027;62.0;36.0;2.0;3523;284;311;5.3;52.0;28.6;40.4;54.9;77.8;60.1;72.9;37.5;63.5;30.5
Voorschoten;19512;GM0626;2019JJ00;2287;2.25;1027;63.1;36.5;0.4;3839;292;336;5.5;55.9;29.8;45.5;58.6;85.1;63.1;85.5;40.0;68.7;32.0
Voorschoten;19513;GM0626;2020JJ00;2297;2.25;1029;63.2;36.7;0.1;4186;304;367;5.1;57.4;30.7;.;59.7;87.0;65.7;.;40.6;70.3;33.1
Voorschoten;19514;GM0626;2021JJ00;2302;2.24;1032;63.3;36.6;0.1;;;388;;;;;;;;;;;
Voorschoten;19515;GM0626;2022JJ00;2306;2.23;1038;;;;;;426;;;;;;;;;;;
Voorst;19516;GM0285;1995JJ00;193;2.70;66;.;.;.;.;.;.;;;;;;;;;;;
Voorst;19517;GM0285;1996JJ00;193;2.71;66;.;.;.;.;.;.;;;;;;;;;;;
Voorst;19518;GM0285;1997JJ00;193;2.70;67;.;.;.;732;294;92;;;;;;;;;;;
Voorst;19519;GM0285;1998JJ00;192;2.67;67;.;.;.;747;310;94;;;;;;;;;;;
Voorst;19520;GM0285;1999JJ00;192;2.64;68;.;.;.;761;314;94;;;;;;;;;;;
Voorst;19521;GM0285;2000JJ00;192;2.63;68;.;.;.;774;325;95;;;;;;;;;;;
Voorst;19522;GM0285;2001JJ00;192;2.62;68;.;.;.;1482;405;180;;;;;;;;;;;
Voorst;19523;GM0285;2002JJ00;193;2.60;69;.;.;.;1509;402;179;;;;;;;;;;;
Voorst;19524;GM0285;2003JJ00;192;2.58;70;.;.;.;1528;402;181;;;;;;;;;;;
Voorst;19525;GM0285;2004JJ00;192;2.56;70;.;.;.;1544;420;181;;;;;;;;;;;
Voorst;19526;GM0285;2005JJ00;191;2.55;70;.;.;.;2311;521;268;;;;;;;;;;;
Voorst;19527;GM0285;2006JJ00;191;2.54;70;64.8;32.6;2.6;2331;542;267;;;;;;;;;;;
Voorst;19528;GM0285;2007JJ00;191;2.52;71;64.9;32.2;2.9;2508;606;284;;;;;;;;;;;
Voorst;19529;GM0285;2008JJ00;192;2.50;72;65.2;32.1;2.7;2687;632;302;9.0;;;;;;;;;;
Voorst;19530;GM0285;2009JJ00;193;2.49;73;65.7;33.8;0.5;2818;652;309;9.2;;;;;;;;;;
Voorst;19531;GM0285;2010JJ00;193;2.46;74;65.1;34.3;0.6;2851;675;312;9.5;;;;;;;;;;
Voorst;19532;GM0285;2011JJ00;193;2.45;74;65.0;34.5;0.4;2819;647;299;9.6;41.4;21.8;33.4;41.5;55.6;45.3;64.0;30.0;48.4;26.4
Voorst;19533;GM0285;2012JJ00;193;2.43;76;66.9;31.9;1.2;2742;688;287;9.6;41.6;22.4;33.8;42.4;55.7;45.9;61.8;30.8;48.6;26.5
Voorst;19534;GM0285;2013JJ00;193;2.42;77;67.2;32.3;0.5;2673;674;278;9.2;41.9;22.9;33.5;42.1;56.8;47.0;63.8;29.9;49.1;26.4
Voorst;19535;GM0285;2014JJ00;193;2.39;78;66.1;33.3;0.6;2505;691;264;9.2;43.4;23.4;34.4;44.1;59.3;48.1;67.2;31.7;51.1;27.0
Voorst;19536;GM0285;2015JJ00;194;2.38;80;65.8;33.9;0.3;2352;669;247;9.6;42.6;23.1;35.3;42.7;59.2;49.0;63.0;29.5;50.2;26.8
Voorst;19537;GM0285;2016JJ00;195;2.37;83;64.2;31.8;4.0;2473;647;254;9.3;44.7;23.7;36.4;44.4;63.4;51.4;66.9;31.0;52.8;27.4
Voorst;19538;GM0285;2017JJ00;197;2.37;85;64.0;31.4;4.7;2535;621;261;9.8;46.9;24.0;37.0;48.0;66.3;52.5;75.2;32.8;55.7;28.2
Voorst;19539;GM0285;2018JJ00;198;2.37;85;64.6;30.6;4.7;2683;662;275;10.1;47.4;24.6;38.7;46.9;68.1;53.9;73.5;32.2;55.9;28.5
Voorst;19540;GM0285;2019JJ00;199;2.35;86;65.9;34.0;0.1;2958;678;302;10.2;51.6;25.5;41.1;52.9;74.3;56.0;84.2;37.0;61.6;29.6
Voorst;19541;GM0285;2020JJ00;200;2.35;87;66.4;33.5;0.1;3194;680;323;10.0;53.0;26.6;.;54.5;76.2;59.0;.;37.4;63.1;30.6
Voorst;19542;GM0285;2021JJ00;202;2.35;87;66.8;33.2;0.0;;;340;;;;;;;;;;;
Voorst;19543;GM0285;2022JJ00;203;2.34;88;;;;;;365;;;;;;;;;;;
Vught;19628;GM0865;1995JJ00;663;2.46;253;.;.;.;.;.;.;;;;;;;;;;;
Vught;19629;GM0865;1996JJ00;735;2.45;280;.;.;.;.;.;.;;;;;;;;;;;
Vught;19630;GM0865;1997JJ00;747;2.40;284;.;.;.;1104;311;118;;;;;;;;;;;
Vught;19631;GM0865;1998JJ00;746;2.41;287;.;.;.;1110;308;118;;;;;;;;;;;
Vught;19632;GM0865;1999JJ00;748;2.38;290;.;.;.;1135;323;118;;;;;;;;;;;
Vught;19633;GM0865;2000JJ00;755;2.37;293;.;.;.;1154;321;119;;;;;;;;;;;
Vught;19634;GM0865;2001JJ00;759;2.36;297;.;.;.;1896;250;190;;;;;;;;;;;
Vught;19635;GM0865;2002JJ00;763;2.36;301;.;.;.;1915;451;192;;;;;;;;;;;
Vught;19636;GM0865;2003JJ00;754;2.38;302;.;.;.;1924;457;191;;;;;;;;;;;
Vught;19637;GM0865;2004JJ00;751;2.38;304;.;.;.;1934;458;192;;;;;;;;;;;
Vught;19638;GM0865;2005JJ00;753;2.37;305;.;.;.;3028;603;300;;;;;;;;;;;
Vught;19639;GM0865;2006JJ00;753;2.36;304;60.7;37.0;2.3;3021;595;298;;;;;;;;;;;
Vught;19640;GM0865;2007JJ00;753;2.36;305;60.7;36.7;2.6;3364;764;331;;;;;;;;;;;
Vught;19641;GM0865;2008JJ00;756;2.35;304;61.1;36.5;2.4;3620;791;353;10.9;;;;;;;;;;
Vught;19642;GM0865;2009JJ00;755;2.33;313;60.1;39.7;0.2;3830;814;365;11.1;;;;;;;;;;
Vught;19643;GM0865;2010JJ00;758;2.28;315;59.4;40.4;0.2;3881;828;367;11.7;;;;;;;;;;
Vught;19644;GM0865;2011JJ00;766;2.29;315;58.7;41.1;0.1;3841;840;361;10.8;44.6;24.5;33.9;47.7;64.6;48.2;77.6;31.3;56.7;25.8
Vught;19645;GM0865;2012JJ00;770;2.30;317;61.3;38.4;0.3;3732;870;350;11.1;45.7;25.0;35.3;48.6;66.3;48.6;79.7;32.7;58.0;26.2
Vught;19646;GM0865;2013JJ00;763;2.27;322;61.0;38.8;0.3;3658;802;339;10.5;46.2;26.0;32.8;49.0;68.2;49.8;80.6;32.4;59.4;25.4
Vught;19647;GM0865;2014JJ00;765;2.28;330;59.4;39.8;0.8;3502;804;324;10.9;52.0;26.4;34.3;62.5;72.5;51.3;88.2;42.4;67.1;27.2
Vught;19648;GM0865;2015JJ00;772;2.27;334;59.8;39.4;0.8;3447;801;317;11.1;48.7;26.2;34.7;50.9;74.1;52.7;69.3;37.7;61.9;27.1
Vught;19649;GM0865;2016JJ00;775;2.27;336;60.5;38.7;0.8;3473;782;315;11.5;51.6;26.9;37.2;55.8;77.2;55.2;80.6;38.2;65.9;27.5
Vught;19650;GM0865;2017JJ00;782;2.25;339;60.6;38.6;0.7;3604;719;327;12.2;54.7;26.6;38.9;61.1;82.6;56.2;96.3;39.8;70.6;27.5
Vught;19651;GM0865;2018JJ00;789;2.26;340;61.8;37.4;0.7;3801;698;345;12.3;56.7;26.8;39.4;65.3;84.2;57.8;94.9;43.0;73.3;27.7
Vught;19652;GM0865;2019JJ00;782;2.26;340;62.5;37.5;0.0;4140;700;362;11.4;62.1;30.9;42.1;63.8;98.7;61.2;124.7;42.6;80.3;29.3
Vught;19653;GM0865;2020JJ00;787;2.26;341;62.5;37.5;0.0;4474;706;388;11.3;63.1;31.4;.;64.5;100.8;63.7;.;42.2;81.7;30.0
Vught;19654;GM0865;2021JJ00;527;2.28;229;64.4;35.6;0.0;;;406;;;;;;;;;;;
Vught;19655;GM0865;2022JJ00;530;2.26;231;;;;;;423;;;;;;;;;;;
Waadhoeke;19656;GM1949;1995JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19657;GM1949;1996JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19658;GM1949;1997JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19659;GM1949;1998JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19660;GM1949;1999JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19661;GM1949;2000JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19662;GM1949;2001JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19663;GM1949;2002JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19664;GM1949;2003JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19665;GM1949;2004JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19666;GM1949;2005JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19667;GM1949;2006JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19668;GM1949;2007JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19669;GM1949;2008JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19670;GM1949;2009JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19671;GM1949;2010JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19672;GM1949;2011JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19673;GM1949;2012JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19674;GM1949;2013JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19675;GM1949;2014JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19676;GM1949;2015JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19677;GM1949;2016JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19678;GM1949;2017JJ00;;;;;;;;;;;;;;;;;;;;
Waadhoeke;19679;GM1949;2018JJ00;161;2.24;74;67.4;31.9;0.7;3114;719;154;13.3;39.7;23.0;34.5;40.3;59.2;45.3;60.5;27.8;46.6;25.0
Waadhoeke;19680;GM1949;2019JJ00;162;2.24;74;67.5;32.3;0.1;3294;729;170;13.6;42.1;24.3;36.1;43.5;62.3;47.0;68.2;29.3;49.1;26.8
Waadhoeke;19681;GM1949;2020JJ00;162;2.23;75;67.3;32.5;0.2;3524;750;180;13.8;43.3;25.2;.;44.5;64.8;49.4;.;30.4;50.8;27.5
Waadhoeke;19682;GM1949;2021JJ00;162;2.22;75;67.4;32.5;0.1;;;189;;;;;;;;;;;
Waadhoeke;19683;GM1949;2022JJ00;162;2.21;75;;;;;;208;;;;;;;;;;;
Waalre;19684;GM0866;1995JJ00;728;2.51;286;.;.;.;.;.;.;;;;;;;;;;;
Waalre;19685;GM0866;1996JJ00;734;2.49;291;.;.;.;.;.;.;;;;;;;;;;;
Waalre;19686;GM0866;1997JJ00;709;2.47;283;.;.;.;800;82;130;;;;;;;;;;;
Waalre;19687;GM0866;1998JJ00;716;2.46;286;.;.;.;820;80;131;;;;;;;;;;;
Waalre;19688;GM0866;1999JJ00;722;2.45;292;.;.;.;829;90;130;;;;;;;;;;;
Waalre;19689;GM0866;2000JJ00;725;2.44;296;.;.;.;838;90;130;;;;;;;;;;;
Waalre;19690;GM0866;2001JJ00;726;2.42;298;.;.;.;1384;135;209;;;;;;;;;;;
Waalre;19691;GM0866;2002JJ00;722;2.42;299;.;.;.;1395;146;209;;;;;;;;;;;
Waalre;19692;GM0866;2003JJ00;728;2.41;302;.;.;.;1415;144;210;;;;;;;;;;;
Waalre;19693;GM0866;2004JJ00;735;2.41;305;.;.;.;1434;148;211;;;;;;;;;;;
Waalre;19694;GM0866;2005JJ00;734;2.39;306;.;.;.;2086;172;304;;;;;;;;;;;
Waalre;19695;GM0866;2006JJ00;735;2.41;307;76.4;20.9;2.7;2103;175;304;;;;;;;;;;;
Waalre;19696;GM0866;2007JJ00;737;2.41;309;77.0;20.0;2.9;2288;195;330;;;;;;;;;;;
Waalre;19697;GM0866;2008JJ00;744;2.39;314;76.5;20.7;2.8;2447;213;353;4.5;;;;;;;;;;
Waalre;19698;GM0866;2009JJ00;737;2.38;316;77.4;21.4;1.2;2559;229;368;5.0;;;;;;;;;;
Waalre;19699;GM0866;2010JJ00;737;2.37;318;76.7;22.1;1.2;2556;224;366;5.1;;;;;;;;;;
Waalre;19700;GM0866;2011JJ00;736;2.36;319;75.5;23.4;1.2;2454;221;348;5.4;47.7;27.4;35.0;49.9;64.3;52.9;73.9;36.3;53.9;25.1
Waalre;19701;GM0866;2012JJ00;737;2.34;314;77.1;22.5;0.5;2424;236;338;5.1;48.5;27.8;34.1;52.1;65.9;53.2;79.1;36.6;55.1;25.3
Waalre;19702;GM0866;2013JJ00;747;2.34;314;76.8;22.8;0.5;2321;220;323;4.3;47.9;27.7;34.7;50.7;65.7;54.4;66.4;36.5;54.5;25.4
Waalre;19703;GM0866;2014JJ00;749;2.31;332;74.5;25.2;0.3;2211;220;301;4.3;51.6;27.7;37.2;56.3;71.6;55.4;92.0;39.1;59.6;25.5
Waalre;19704;GM0866;2015JJ00;754;2.31;335;73.8;25.8;0.4;2158;211;291;3.7;50.1;27.9;36.5;53.1;70.5;56.3;73.6;38.1;57.3;26.7
Waalre;19705;GM0866;2016JJ00;760;2.31;338;74.3;25.4;0.3;2206;208;298;3.8;53.3;28.9;41.6;56.9;75.1;60.5;80.1;39.3;61.2;27.2
Waalre;19706;GM0866;2017JJ00;755;2.30;337;74.6;25.1;0.3;2262;205;305;3.7;55.7;29.5;43.3;60.2;79.1;60.6;79.0;45.2;64.0;27.7
Waalre;19707;GM0866;2018JJ00;763;2.30;338;75.1;24.6;0.3;2379;225;316;4.0;56.3;29.7;47.8;58.8;81.5;62.9;84.7;42.4;64.5;28.3
Waalre;19708;GM0866;2019JJ00;770;2.30;340;75.5;24.3;0.2;2529;232;334;4.2;66.3;34.3;47.2;67.5;100.0;65.0;105.5;58.1;77.4;28.7
Waalre;19709;GM0866;2020JJ00;780;2.29;347;74.8;25.1;0.1;2724;229;355;4.3;65.5;.;.;.;.;67.7;.;55.0;76.5;.
Waalre;19710;GM0866;2021JJ00;784;2.29;350;74.6;25.3;0.1;;;387;;;;;;;;;;;
Waalre;19711;GM0866;2022JJ00;787;2.27;357;;;;;;421;;;;;;;;;;;
Waalwijk;19712;GM0867;1995JJ00;1318;2.52;513;.;.;.;.;.;.;;;;;;;;;;;
Waalwijk;19713;GM0867;1996JJ00;1318;2.50;515;.;.;.;.;.;.;;;;;;;;;;;
Waalwijk;19714;GM0867;1997JJ00;686;2.58;267;.;.;.;1275;539;76;;;;;;;;;;;
Waalwijk;19715;GM0867;1998JJ00;691;2.54;270;.;.;.;1295;557;76;;;;;;;;;;;
Waalwijk;19716;GM0867;1999JJ00;697;2.51;276;.;.;.;1346;597;77;;;;;;;;;;;
Waalwijk;19717;GM0867;2000JJ00;699;2.49;278;.;.;.;1356;651;77;;;;;;;;;;;
Waalwijk;19718;GM0867;2001JJ00;699;2.47;278;.;.;.;2369;851;133;;;;;;;;;;;
Waalwijk;19719;GM0867;2002JJ00;701;2.46;281;.;.;.;2409;892;134;;;;;;;;;;;
Waalwijk;19720;GM0867;2003JJ00;704;2.46;281;.;.;.;2423;896;134;;;;;;;;;;;
Waalwijk;19721;GM0867;2004JJ00;705;2.44;283;.;.;.;2447;917;135;;;;;;;;;;;
Waalwijk;19722;GM0867;2005JJ00;707;2.42;288;.;.;.;4149;1198;225;;;;;;;;;;;
Waalwijk;19723;GM0867;2006JJ00;707;2.40;288;56.8;41.0;2.3;4154;1247;225;;;;;;;;;;;
Waalwijk;19724;GM0867;2007JJ00;706;2.38;290;56.3;41.5;2.1;4641;1326;248;;;;;;;;;;;
Waalwijk;19725;GM0867;2008JJ00;705;2.35;294;56.2;41.6;2.2;4964;1438;261;25.3;;;;;;;;;;
Waalwijk;19726;GM0867;2009JJ00;707;2.34;295;55.9;43.6;0.4;5125;1598;263;24.8;;;;;;;;;;
Waalwijk;19727;GM0867;2010JJ00;707;2.33;299;56.0;43.6;0.4;5207;1672;266;24.8;;;;;;;;;;
Waalwijk;19728;GM0867;2011JJ00;715;2.30;302;55.9;43.8;0.3;5052;1700;254;25.8;37.5;21.0;31.0;38.8;52.6;41.4;58.8;26.8;46.0;24.1
