Geslacht_Title;Leeftijd_Title;RegioS;RegioS_Title;Perioden;Perioden_Title;BevolkingOp1Januari_1;GemiddeldeBevolking_2;data_verhuisde_personen.Geslacht.1.Title;data_verhuisde_personen.Leeftijd31December.1.Title;data_verhuisde_personen.RegioS;data_verhuisde_personen.RegioS.1.Title;data_verhuisde_personen.Perioden;data_verhuisde_personen.Perioden.1.Title;data_verhuisde_personen.BinnenGemeentenVerhuisdePersonen_1;data_verhuisde_personen.GevestigdInDeGemeente_2;data_verhuisde_personen.VertrokkenUitDeGemeente_3;gemiddelde verkoopprijs.RegioS;gemiddelde verkoopprijs.RegioS (3).Title;gemiddelde verkoopprijs.Perioden;gemiddelde verkoopprijs.Perioden (3).Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;Voorraad woningen.Gebruiksfunctie.1.Title;Voorraad woningen.RegioS;Voorraad woningen.RegioS (4).Title;Voorraad woningen.Perioden;Voorraad woningen.Perioden (4).Title;Voorraad woningen.BeginstandVoorraad_1;Voorraad woningen.Nieuwbouw_2;Voorraad woningen.Sloop_4;Voorraad woningen.Correctie_6;Voorraad woningen.SaldoVoorraad_7;Voorraad woningen.EindstandVoorraad_8
Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2014JJ00;2014;72459; 72375.0;Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2014JJ00;2014;4485;1978;2269;GM0141;Almelo;2014JJ00;2014;164312;Woning;GM0141;Almelo;2014JJ00;2014;32159;170;1;0;122;32281
Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2019JJ00;2019;25386; 25415.5;Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2019JJ00;2019;1046;1411;1305;GM1680;Aa en Hunze;2019JJ00;2019;284794;Woning;GM1680;Aa en Hunze;2019JJ00;2019;11257;32;1;0;-78;11179
Totaal mannen en vrouwen;Totaal;GM0034;Almere;2014JJ00;2014;196013;196472.5;Totaal mannen en vrouwen;Totaal;GM0034;Almere;2014JJ00;2014;11894;5972;6932;GM0034;Almere;2014JJ00;2014;188513;Woning;GM0034;Almere;2014JJ00;2014;78330;584;0;2;644;78974
Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2020JJ00;2020;25445; 25422.0;Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2020JJ00;2020;868;1465;1395;GM1680;Aa en Hunze;2020JJ00;2020;303789;Woning;GM1680;Aa en Hunze;2020JJ00;2020;11179;14;14;20;28;11207
Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2014JJ00;2014;106785;107090.5;Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2014JJ00;2014;5560;3049;2848;GM0484;Alphen aan den Rijn;2014JJ00;2014;224102;Woning;GM0484;Alphen aan den Rijn;2014JJ00;2014;45433;378;88;1;320;45753
Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2021JJ00;2021;25399; 25489.0;Totaal mannen en vrouwen;Totaal;GM1680;Aa en Hunze;2021JJ00;2021;600;1439;1180;GM1680;Aa en Hunze;2021JJ00;2021;393780;Woning;GM1680;Aa en Hunze;2021JJ00;2021;11207;134;15;-1;129;11336
Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2014JJ00;2014;9717;  9735.0;Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2014JJ00;2014;247;390;387;GM1723;Alphen-Chaam;2014JJ00;2014;276898;Woning;GM1723;Alphen-Chaam;2014JJ00;2014;4050;86;14;4;99;4149
Totaal mannen en vrouwen;Totaal;GM1959;Altena;2014JJ00;2014;;;Totaal mannen en vrouwen;Totaal;GM1959;Altena;2014JJ00;2014;;;;GM1959;Altena;2014JJ00;2014;;Woning;GM1959;Altena;2014JJ00;2014;;;;;;
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2015JJ00;2015;12922; 12980.0;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2015JJ00;2015;497;420;402;GM0738;Aalburg;2015JJ00;2015;230525;Woning;GM0738;Aalburg;2015JJ00;2015;5020;29;22;-1;11;5031
Totaal mannen en vrouwen;Totaal;GM0005;Bedum;2017JJ00;2017;10479; 10477.0;Totaal mannen en vrouwen;Totaal;GM0005;Bedum;2017JJ00;2017;428;450;460;GM0005;Bedum;2017JJ00;2017;198676;Woning;GM0005;Bedum;2017JJ00;2017;4569;47;0;0;45;4614
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2015JJ00;2015;31077; 31188.0;Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2015JJ00;2015;1006;1228;1200;GM0358;Aalsmeer;2015JJ00;2015;277057;Woning;GM0358;Aalsmeer;2015JJ00;2015;12803;89;8;4;90;12893
Totaal mannen en vrouwen;Totaal;GM0147;Borne;2018JJ00;2018;23124; 23167.0;Totaal mannen en vrouwen;Totaal;GM0147;Borne;2018JJ00;2018;918;958;915;GM0147;Borne;2018JJ00;2018;252398;Woning;GM0147;Borne;2018JJ00;2018;9748;64;0;0;69;9817
Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2015JJ00;2015;26904; 26908.0;Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2015JJ00;2015;1372;694;682;GM0197;Aalten;2015JJ00;2015;168032;Woning;GM0197;Aalten;2015JJ00;2015;11775;35;4;0;36;11811
Totaal mannen en vrouwen;Totaal;GM0147;Borne;2019JJ00;2019;23210; 23261.0;Totaal mannen en vrouwen;Totaal;GM0147;Borne;2019JJ00;2019;969;1020;1048;GM0147;Borne;2019JJ00;2019;270534;Woning;GM0147;Borne;2019JJ00;2019;9817;132;0;0;137;9954
Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2015JJ00;2015;;;Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2015JJ00;2015;;;;GM0305;Abcoude;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2015JJ00;2015;27983; 27995.0;Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2015JJ00;2015;1138;882;938;GM0059;Achtkarspelen;2015JJ00;2015;174264;Woning;GM0059;Achtkarspelen;2015JJ00;2015;11917;31;17;0;29;11946
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;1995JJ00;1995;11188; 11194.5;;;;;;;;;;GM0738;Aalburg;1995JJ00;1995;102023;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2015JJ00;2015;25148; 25066.5;Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2015JJ00;2015;542;1132;1318;GM0613;Albrandswaard;2015JJ00;2015;267026;Woning;GM0613;Albrandswaard;2015JJ00;2015;10167;45;6;0;41;10208
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;1996JJ00;1996;11201; 11275.0;;;;;;;;;;GM0738;Aalburg;1996JJ00;1996;115362;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2015JJ00;2015;107106;107360.5;Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2015JJ00;2015;6037;4633;4812;GM0361;Alkmaar;2015JJ00;2015;194809;Woning;GM0361;Alkmaar;2015JJ00;2015;50076;272;22;1;270;50346
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;1997JJ00;1997;11349; 11439.0;;;;;;;;;;GM0738;Aalburg;1997JJ00;1997;130831;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2015JJ00;2015;72291; 72358.0;Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2015JJ00;2015;5027;2266;2368;GM0141;Almelo;2015JJ00;2015;157127;Woning;GM0141;Almelo;2015JJ00;2015;32281;106;29;0;136;32417
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;1998JJ00;1998;11529; 11610.0;;;;;;;;;;GM0738;Aalburg;1998JJ00;1998;141027;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2020JJ00;2020;15865; 15870.0;Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2020JJ00;2020;439;839;754;GM0888;Beek (L.);2020JJ00;2020;255888;Woning;GM0888;Beek (L.);2020JJ00;2020;7488;2;0;0;8;7496
Totaal mannen en vrouwen;Totaal;GM0034;Almere;2015JJ00;2015;196932;197538.5;Totaal mannen en vrouwen;Totaal;GM0034;Almere;2015JJ00;2015;13516;6898;7298;GM0034;Almere;2015JJ00;2015;194953;Woning;GM0034;Almere;2015JJ00;2015;78974;681;1;1;747;79721
Totaal mannen en vrouwen;Totaal;GM0889;Beesel;2019JJ00;2019;13519; 13500.5;Totaal mannen en vrouwen;Totaal;GM0889;Beesel;2019JJ00;2019;460;425;446;GM0889;Beesel;2019JJ00;2019;233443;Woning;GM0889;Beesel;2019JJ00;2019;5959;4;0;0;6;5965
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;1999JJ00;1999;11691; 11732.5;;;;;;;;;;GM0738;Aalburg;1999JJ00;1999;171212;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0147;Borne;2017JJ00;2017;22795; 22959.5;Totaal mannen en vrouwen;Totaal;GM0147;Borne;2017JJ00;2017;1069;1411;1172;GM0147;Borne;2017JJ00;2017;232211;Woning;GM0147;Borne;2017JJ00;2017;9537;195;0;0;211;9748
Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2015JJ00;2015;107396;107678.0;Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2015JJ00;2015;5322;3328;3247;GM0484;Alphen aan den Rijn;2015JJ00;2015;210948;Woning;GM0484;Alphen aan den Rijn;2015JJ00;2015;45753;248;41;-1;215;45968
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2000JJ00;2000;11774; 11851.0;;;;;;;;;;GM0738;Aalburg;2000JJ00;2000;212336;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2015JJ00;2015;9753;  9838.5;Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2015JJ00;2015;261;497;344;GM1723;Alphen-Chaam;2015JJ00;2015;299679;Woning;GM1723;Alphen-Chaam;2015JJ00;2015;4149;73;5;1;65;4214
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2001JJ00;2001;11928; 11967.0;;;;;;;;;;GM0738;Aalburg;2001JJ00;2001;239708;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1959;Altena;2015JJ00;2015;;;Totaal mannen en vrouwen;Totaal;GM1959;Altena;2015JJ00;2015;;;;GM1959;Altena;2015JJ00;2015;;Woning;GM1959;Altena;2015JJ00;2015;;;;;;
Totaal mannen en vrouwen;Totaal;GM0063;het Bildt;2017JJ00;2017;10493; 10526.5;Totaal mannen en vrouwen;Totaal;GM0063;het Bildt;2017JJ00;2017;433;787;761;GM0063;het Bildt;2017JJ00;2017;165624;Woning;GM0063;het Bildt;2017JJ00;2017;4697;8;0;0;9;4706
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2002JJ00;2002;12006; 12046.5;;;;;;;;;;GM0738;Aalburg;2002JJ00;2002;231182;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0147;Borne;2016JJ00;2016;22343; 22569.0;Totaal mannen en vrouwen;Totaal;GM0147;Borne;2016JJ00;2016;1076;1410;1268;GM0147;Borne;2016JJ00;2016;230277;Woning;GM0147;Borne;2016JJ00;2016;9316;202;0;0;221;9537
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2003JJ00;2003;12087; 12145.5;;;;;;;;;;GM0738;Aalburg;2003JJ00;2003;258579;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1684;Cuijk;2014JJ00;2014;24783; 24716.0;Totaal mannen en vrouwen;Totaal;GM1684;Cuijk;2014JJ00;2014;1058;727;865;GM1684;Cuijk;2014JJ00;2014;186508;Woning;GM1684;Cuijk;2014JJ00;2014;10476;37;0;0;37;10513
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2016JJ00;2016;13038; 13052.5;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2016JJ00;2016;581;403;424;GM0738;Aalburg;2016JJ00;2016;248188;Woning;GM0738;Aalburg;2016JJ00;2016;5031;53;8;0;40;5071
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2004JJ00;2004;12204; 12184.0;;;;;;;;;;GM0738;Aalburg;2004JJ00;2004;243096;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2016JJ00;2016;31299; 31336.0;Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2016JJ00;2016;1060;1432;1463;GM0358;Aalsmeer;2016JJ00;2016;332572;Woning;GM0358;Aalsmeer;2016JJ00;2016;12893;32;10;0;26;12919
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2005JJ00;2005;12164; 12193.0;;;;;;;;;;GM0738;Aalburg;2005JJ00;2005;281099;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2016JJ00;2016;26912; 26979.5;Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2016JJ00;2016;1340;974;1032;GM0197;Aalten;2016JJ00;2016;192007;Woning;GM0197;Aalten;2016JJ00;2016;11811;41;1;3;61;11872
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2006JJ00;2006;12222; 12257.5;;;;;;;;;;GM0738;Aalburg;2006JJ00;2006;278193;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2016JJ00;2016;;;Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2016JJ00;2016;;;;GM0305;Abcoude;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0766;Dongen;2020JJ00;2020;26222; 26295.0;Totaal mannen en vrouwen;Totaal;GM0766;Dongen;2020JJ00;2020;1487;1101;961;GM0766;Dongen;2020JJ00;2020;303641;Woning;GM0766;Dongen;2020JJ00;2020;11289;161;0;0;167;11456
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2007JJ00;2007;12293; 12339.5;;;;;;;;;;GM0738;Aalburg;2007JJ00;2007;296221;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0498;Drechterland;2019JJ00;2019;19597; 19658.0;Totaal mannen en vrouwen;Totaal;GM0498;Drechterland;2019JJ00;2019;687;987;925;GM0498;Drechterland;2019JJ00;2019;316459;Woning;GM0498;Drechterland;2019JJ00;2019;8280;92;0;0;93;8373
Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2016JJ00;2016;28007; 27950.0;Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2016JJ00;2016;1426;921;1023;GM0059;Achtkarspelen;2016JJ00;2016;179055;Woning;GM0059;Achtkarspelen;2016JJ00;2016;11946;80;8;0;82;12028
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2008JJ00;2008;12386; 12471.0;;;;;;;;;;GM0738;Aalburg;2008JJ00;2008;286518;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2016JJ00;2016;19955; 19981.5;Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2016JJ00;2016;647;684;712;GM0482;Alblasserdam;2016JJ00;2016;213289;Woning;GM0482;Alblasserdam;2016JJ00;2016;8220;38;0;-12;32;8252
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2009JJ00;2009;12556; 12585.0;;;;;;;;;;GM0738;Aalburg;2009JJ00;2009;242576;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2013JJ00;2013;16367; 16319.0;Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2013JJ00;2013;372;622;673;GM0888;Beek (L.);2013JJ00;2013;176182;Woning;GM0888;Beek (L.);2013JJ00;2013;7373;43;0;0;44;7417
Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2016JJ00;2016;24985; 25045.0;Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2016JJ00;2016;654;1500;1415;GM0613;Albrandswaard;2016JJ00;2016;290565;Woning;GM0613;Albrandswaard;2016JJ00;2016;10208;65;1;0;78;10286
Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2016JJ00;2016;107615;107994.0;Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2016JJ00;2016;6561;5475;5259;GM0361;Alkmaar;2016JJ00;2016;214497;Woning;GM0361;Alkmaar;2016JJ00;2016;50346;127;30;1;167;50513
Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2016JJ00;2016;72425; 72452.0;Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2016JJ00;2016;5288;2424;2578;GM0141;Almelo;2016JJ00;2016;169101;Woning;GM0141;Almelo;2016JJ00;2016;32417;239;9;-1;442;32859
Totaal mannen en vrouwen;Totaal;GM0034;Almere;2016JJ00;2016;198145;199529.5;Totaal mannen en vrouwen;Totaal;GM0034;Almere;2016JJ00;2016;13289;8087;7411;GM0034;Almere;2016JJ00;2016;206317;Woning;GM0034;Almere;2016JJ00;2016;79721;792;0;-4;861;80582
Totaal mannen en vrouwen;Totaal;GM0005;Bedum;2016JJ00;2016;10433; 10456.0;Totaal mannen en vrouwen;Totaal;GM0005;Bedum;2016JJ00;2016;371;520;468;GM0005;Bedum;2016JJ00;2016;183710;Woning;GM0005;Bedum;2016JJ00;2016;4570;57;0;0;-1;4569
Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2016JJ00;2016;107960;108437.5;Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2016JJ00;2016;6527;4060;3564;GM0484;Alphen aan den Rijn;2016JJ00;2016;223430;Woning;GM0484;Alphen aan den Rijn;2016JJ00;2016;45968;634;28;3;755;46723
Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2016JJ00;2016;16068; 16009.5;Totaal mannen en vrouwen;Totaal;GM0888;Beek (L.);2016JJ00;2016;449;716;838;GM0888;Beek (L.);2016JJ00;2016;207205;Woning;GM0888;Beek (L.);2016JJ00;2016;7415;2;0;0;-5;7410
Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2016JJ00;2016;9924;  9991.0;Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2016JJ00;2016;295;490;413;GM1723;Alphen-Chaam;2016JJ00;2016;291149;Woning;GM1723;Alphen-Chaam;2016JJ00;2016;4214;37;4;-1;40;4254
Totaal mannen en vrouwen;Totaal;GM0654;Borsele;2013JJ00;2013;22683; 22631.0;Totaal mannen en vrouwen;Totaal;GM0654;Borsele;2013JJ00;2013;761;690;855;GM0654;Borsele;2013JJ00;2013;184496;Woning;GM0654;Borsele;2013JJ00;2013;9641;38;0;0;78;9719
Totaal mannen en vrouwen;Totaal;GM1959;Altena;2016JJ00;2016;;;Totaal mannen en vrouwen;Totaal;GM1959;Altena;2016JJ00;2016;;;;GM1959;Altena;2016JJ00;2016;;Woning;GM1959;Altena;2016JJ00;2016;;;;;;
Totaal mannen en vrouwen;Totaal;GM0384;Diemen;2012JJ00;2012;24935; 25076.5;Totaal mannen en vrouwen;Totaal;GM0384;Diemen;2012JJ00;2012;619;1797;1727;GM0384;Diemen;2012JJ00;2012;216781;Woning;GM0384;Diemen;2012JJ00;2012;11843;72;0;0;48;11891
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2017JJ00;2017;13067; 13110.0;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2017JJ00;2017;714;496;499;GM0738;Aalburg;2017JJ00;2017;279988;Woning;GM0738;Aalburg;2017JJ00;2017;5071;42;10;-11;38;5109
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2018JJ00;2018;13153; 13237.0;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2018JJ00;2018;658;529;507;GM0738;Aalburg;2018JJ00;2018;284120;Woning;GM0738;Aalburg;2018JJ00;2018;5109;41;3;13;58;5167
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2017JJ00;2017;31373; 31436.0;Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2017JJ00;2017;1069;1488;1382;GM0358;Aalsmeer;2017JJ00;2017;375983;Woning;GM0358;Aalsmeer;2017JJ00;2017;12919;42;63;2;-31;12888
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2019JJ00;2019;;;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2019JJ00;2019;;;;GM0738;Aalburg;2019JJ00;2019;;Woning;GM0738;Aalburg;2019JJ00;2019;;;;;;
Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2017JJ00;2017;27047; 27004.5;Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2017JJ00;2017;1428;1031;1109;GM0197;Aalten;2017JJ00;2017;206497;Woning;GM0197;Aalten;2017JJ00;2017;11872;41;5;4;50;11922
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2020JJ00;2020;;;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2020JJ00;2020;;;;GM0738;Aalburg;2020JJ00;2020;;Woning;GM0738;Aalburg;2020JJ00;2020;;;;;;
Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2017JJ00;2017;;;Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2017JJ00;2017;;;;GM0305;Abcoude;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2021JJ00;2021;;;Totaal mannen en vrouwen;Totaal;GM0738;Aalburg;2021JJ00;2021;;;;GM0738;Aalburg;2021JJ00;2021;;Woning;GM0738;Aalburg;2021JJ00;2021;;;;;;
Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2017JJ00;2017;27893; 27914.0;Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2017JJ00;2017;1556;988;979;GM0059;Achtkarspelen;2017JJ00;2017;184383;Woning;GM0059;Achtkarspelen;2017JJ00;2017;12028;30;8;0;47;12075
Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2017JJ00;2017;20008; 20011.0;Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2017JJ00;2017;698;709;777;GM0482;Alblasserdam;2017JJ00;2017;233036;Woning;GM0482;Alblasserdam;2017JJ00;2017;8252;22;5;2;24;8276
Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2017JJ00;2017;25105; 25161.5;Totaal mannen en vrouwen;Totaal;GM0613;Albrandswaard;2017JJ00;2017;648;1439;1334;GM0613;Albrandswaard;2017JJ00;2017;326356;Woning;GM0613;Albrandswaard;2017JJ00;2017;10286;49;1;0;47;10333
Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2017JJ00;2017;108373;108421.5;Totaal mannen en vrouwen;Totaal;GM0361;Alkmaar;2017JJ00;2017;6709;5327;5619;GM0361;Alkmaar;2017JJ00;2017;238071;Woning;GM0361;Alkmaar;2017JJ00;2017;50513;198;11;4;317;50830
Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2017JJ00;2017;72479; 72554.0;Totaal mannen en vrouwen;Totaal;GM0141;Almelo;2017JJ00;2017;5850;2866;2752;GM0141;Almelo;2017JJ00;2017;177040;Woning;GM0141;Almelo;2017JJ00;2017;32859;195;3;0;129;32988
Totaal mannen en vrouwen;Totaal;GM0034;Almere;2017JJ00;2017;200914;202452.0;Totaal mannen en vrouwen;Totaal;GM0034;Almere;2017JJ00;2017;14728;8640;7564;GM0034;Almere;2017JJ00;2017;240518;Woning;GM0034;Almere;2017JJ00;2017;80582;1622;0;1;1730;82312
Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2017JJ00;2017;108915;109298.5;Totaal mannen en vrouwen;Totaal;GM0484;Alphen aan den Rijn;2017JJ00;2017;6367;4045;3717;GM0484;Alphen aan den Rijn;2017JJ00;2017;246886;Woning;GM0484;Alphen aan den Rijn;2017JJ00;2017;46723;381;155;5;376;47099
Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2017JJ00;2017;10058; 10070.5;Totaal mannen en vrouwen;Totaal;GM1723;Alphen-Chaam;2017JJ00;2017;390;495;473;GM1723;Alphen-Chaam;2017JJ00;2017;315979;Woning;GM1723;Alphen-Chaam;2017JJ00;2017;4254;33;5;2;26;4280
Totaal mannen en vrouwen;Totaal;GM1959;Altena;2017JJ00;2017;;;Totaal mannen en vrouwen;Totaal;GM1959;Altena;2017JJ00;2017;;;;GM1959;Altena;2017JJ00;2017;;Woning;GM1959;Altena;2017JJ00;2017;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;1995JJ00;1995;21990; 22088.0;;;;;;;;;;GM0358;Aalsmeer;1995JJ00;1995;115081;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;1996JJ00;1996;22186; 22235.0;;;;;;;;;;GM0358;Aalsmeer;1996JJ00;1996;126116;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;1997JJ00;1997;22284; 22442.0;;;;;;;;;;GM0358;Aalsmeer;1997JJ00;1997;136515;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2018JJ00;2018;31499; 31613.5;Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2018JJ00;2018;1147;1373;1185;GM0358;Aalsmeer;2018JJ00;2018;406960;Woning;GM0358;Aalsmeer;2018JJ00;2018;12888;193;13;5;203;13091
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;1998JJ00;1998;22600; 22556.5;;;;;;;;;;GM0358;Aalsmeer;1998JJ00;1998;150441;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2018JJ00;2018;26962; 26986.5;Totaal mannen en vrouwen;Totaal;GM0197;Aalten;2018JJ00;2018;1435;820;720;GM0197;Aalten;2018JJ00;2018;210100;Woning;GM0197;Aalten;2018JJ00;2018;11922;44;14;4;49;11971
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;1999JJ00;1999;22513; 22487.0;;;;;;;;;;GM0358;Aalsmeer;1999JJ00;1999;201630;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2018JJ00;2018;;;Totaal mannen en vrouwen;Totaal;GM0305;Abcoude;2018JJ00;2018;;;;GM0305;Abcoude;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2000JJ00;2000;22461; 22561.5;;;;;;;;;;GM0358;Aalsmeer;2000JJ00;2000;213742;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2018JJ00;2018;27935; 27893.5;Totaal mannen en vrouwen;Totaal;GM0059;Achtkarspelen;2018JJ00;2018;1373;962;1071;GM0059;Achtkarspelen;2018JJ00;2018;211426;Woning;GM0059;Achtkarspelen;2018JJ00;2018;12075;42;13;0;43;12118
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2001JJ00;2001;22662; 22683.5;;;;;;;;;;GM0358;Aalsmeer;2001JJ00;2001;251666;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2018JJ00;2018;20014; 20041.5;Totaal mannen en vrouwen;Totaal;GM0482;Alblasserdam;2018JJ00;2018;618;674;750;GM0482;Alblasserdam;2018JJ00;2018;263854;Woning;GM0482;Alblasserdam;2018JJ00;2018;8276;53;1;0;48;8324
Totaal mannen en vrouwen;Totaal;GM0358;Aalsmeer;2002JJ00;2002;22786; 22812.5;;;;;;;;;;GM0358;Aalsmeer;2002JJ00;2002;257608;;;;;;;;;;;
