Geslacht_Title;Leeftijd_Title;RegioS;RegioS_Title;Perioden;Perioden_Title;BevolkingOp1Januari_1;GemiddeldeBevolking_2;data_verhuisde_personen.Geslacht.1.Title;data_verhuisde_personen.Leeftijd31December.1.Title;data_verhuisde_personen.RegioS;data_verhuisde_personen.RegioS.1.Title;data_verhuisde_personen.Perioden;data_verhuisde_personen.Perioden.1.Title;data_verhuisde_personen.BinnenGemeentenVerhuisdePersonen_1;data_verhuisde_personen.GevestigdInDeGemeente_2;data_verhuisde_personen.VertrokkenUitDeGemeente_3;gemiddelde verkoopprijs.RegioS;gemiddelde verkoopprijs.RegioS (3).Title;gemiddelde verkoopprijs.Perioden;gemiddelde verkoopprijs.Perioden (3).Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;Voorraad woningen.Gebruiksfunctie.1.Title;Voorraad woningen.RegioS;Voorraad woningen.RegioS (4).Title;Voorraad woningen.Perioden;Voorraad woningen.Perioden (4).Title;Voorraad woningen.BeginstandVoorraad_1;Voorraad woningen.Nieuwbouw_2;Voorraad woningen.Sloop_4;Voorraad woningen.Correctie_6;Voorraad woningen.SaldoVoorraad_7;Voorraad woningen.EindstandVoorraad_8
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2001JJ00;2001;82773; 82934.5;;;;;;;;;;GM0402;Hilversum;2001JJ00;2001;244385;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2002JJ00;2002;83096; 83201.0;;;;;;;;;;GM0402;Hilversum;2002JJ00;2002;251832;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2003JJ00;2003;83306; 83380.0;;;;;;;;;;GM0402;Hilversum;2003JJ00;2003;241174;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2004JJ00;2004;83454; 83568.0;;;;;;;;;;GM0402;Hilversum;2004JJ00;2004;258522;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2005JJ00;2005;83682; 83667.0;;;;;;;;;;GM0402;Hilversum;2005JJ00;2005;271786;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2006JJ00;2006;83652; 83660.5;;;;;;;;;;GM0402;Hilversum;2006JJ00;2006;288997;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2007JJ00;2007;83669; 83742.0;;;;;;;;;;GM0402;Hilversum;2007JJ00;2007;315103;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2008JJ00;2008;83815; 84118.5;;;;;;;;;;GM0402;Hilversum;2008JJ00;2008;319097;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2009JJ00;2009;84422; 84497.5;;;;;;;;;;GM0402;Hilversum;2009JJ00;2009;291516;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2010JJ00;2010;84573; 84778.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2010JJ00;2010;4319;3729;3705;GM0402;Hilversum;2010JJ00;2010;297574;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2011JJ00;2011;84984; 85260.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2011JJ00;2011;4431;3957;3622;GM0402;Hilversum;2011JJ00;2011;304479;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2012JJ00;2012;85537; 85777.0;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2012JJ00;2012;4757;4224;3904;GM0402;Hilversum;2012JJ00;2012;295321;Woning;GM0402;Hilversum;2012JJ00;2012;38937;202;35;102;736;39673
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2013JJ00;2013;86017; 86221.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2013JJ00;2013;4439;4002;3734;GM0402;Hilversum;2013JJ00;2013;253527;Woning;GM0402;Hilversum;2013JJ00;2013;39673;169;31;38;994;40667
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2014JJ00;2014;86426; 86793.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2014JJ00;2014;4968;4509;4205;GM0402;Hilversum;2014JJ00;2014;269621;Woning;GM0402;Hilversum;2014JJ00;2014;40667;77;4;-1;194;40861
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2015JJ00;2015;87161; 87495.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2015JJ00;2015;5388;4646;4580;GM0402;Hilversum;2015JJ00;2015;280239;Woning;GM0402;Hilversum;2015JJ00;2015;40861;203;11;-1;262;41123
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2016JJ00;2016;87830; 88359.0;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2016JJ00;2016;5791;5246;4801;GM0402;Hilversum;2016JJ00;2016;295175;Woning;GM0402;Hilversum;2016JJ00;2016;41123;309;3;-3;515;41638
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2017JJ00;2017;88888; 89204.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2017JJ00;2017;5435;5268;5184;GM0402;Hilversum;2017JJ00;2017;324560;Woning;GM0402;Hilversum;2017JJ00;2017;41638;155;57;4;304;41942
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2018JJ00;2018;89521; 89879.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2018JJ00;2018;4828;4834;5004;GM0402;Hilversum;2018JJ00;2018;369497;Woning;GM0402;Hilversum;2018JJ00;2018;41942;277;4;1;382;42324
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2019JJ00;2019;90238; 90534.5;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2019JJ00;2019;5338;5184;5451;GM0402;Hilversum;2019JJ00;2019;404786;Woning;GM0402;Hilversum;2019JJ00;2019;42324;512;260;4;352;42676
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2020JJ00;2020;90831; 91033.0;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2020JJ00;2020;5442;5192;5256;GM0402;Hilversum;2020JJ00;2020;440080;Woning;GM0402;Hilversum;2020JJ00;2020;42676;242;2;2;303;42979
Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2021JJ00;2021;91235; 91484.0;Totaal mannen en vrouwen;Totaal;GM0402;Hilversum;2021JJ00;2021;4954;5327;5364;GM0402;Hilversum;2021JJ00;2021;521263;Woning;GM0402;Hilversum;2021JJ00;2021;42979;248;2;-1;419;43398
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;1995JJ00;1995;;;;;;;;;;;;GM1963;Hoeksche Waard;1995JJ00;1995;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;1996JJ00;1996;;;;;;;;;;;;GM1963;Hoeksche Waard;1996JJ00;1996;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;1997JJ00;1997;;;;;;;;;;;;GM1963;Hoeksche Waard;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;1998JJ00;1998;;;;;;;;;;;;GM1963;Hoeksche Waard;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;1999JJ00;1999;;;;;;;;;;;;GM1963;Hoeksche Waard;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2000JJ00;2000;;;;;;;;;;;;GM1963;Hoeksche Waard;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2001JJ00;2001;;;;;;;;;;;;GM1963;Hoeksche Waard;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2002JJ00;2002;;;;;;;;;;;;GM1963;Hoeksche Waard;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2003JJ00;2003;;;;;;;;;;;;GM1963;Hoeksche Waard;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2004JJ00;2004;;;;;;;;;;;;GM1963;Hoeksche Waard;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2005JJ00;2005;;;;;;;;;;;;GM1963;Hoeksche Waard;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2006JJ00;2006;;;;;;;;;;;;GM1963;Hoeksche Waard;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2007JJ00;2007;;;;;;;;;;;;GM1963;Hoeksche Waard;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2008JJ00;2008;;;;;;;;;;;;GM1963;Hoeksche Waard;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2009JJ00;2009;;;;;;;;;;;;GM1963;Hoeksche Waard;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2010JJ00;2010;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2010JJ00;2010;;;;GM1963;Hoeksche Waard;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2011JJ00;2011;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2011JJ00;2011;;;;GM1963;Hoeksche Waard;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2012JJ00;2012;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2012JJ00;2012;;;;GM1963;Hoeksche Waard;2012JJ00;2012;;Woning;GM1963;Hoeksche Waard;2012JJ00;2012;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2013JJ00;2013;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2013JJ00;2013;;;;GM1963;Hoeksche Waard;2013JJ00;2013;;Woning;GM1963;Hoeksche Waard;2013JJ00;2013;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2014JJ00;2014;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2014JJ00;2014;;;;GM1963;Hoeksche Waard;2014JJ00;2014;;Woning;GM1963;Hoeksche Waard;2014JJ00;2014;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2015JJ00;2015;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2015JJ00;2015;;;;GM1963;Hoeksche Waard;2015JJ00;2015;;Woning;GM1963;Hoeksche Waard;2015JJ00;2015;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2016JJ00;2016;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2016JJ00;2016;;;;GM1963;Hoeksche Waard;2016JJ00;2016;;Woning;GM1963;Hoeksche Waard;2016JJ00;2016;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2017JJ00;2017;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2017JJ00;2017;;;;GM1963;Hoeksche Waard;2017JJ00;2017;;Woning;GM1963;Hoeksche Waard;2017JJ00;2017;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2018JJ00;2018;;;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2018JJ00;2018;;;;GM1963;Hoeksche Waard;2018JJ00;2018;;Woning;GM1963;Hoeksche Waard;2018JJ00;2018;;;;;;
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2019JJ00;2019;86656; 87028.5;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2019JJ00;2019;4599;2628;1920;GM1963;Hoeksche Waard;2019JJ00;2019;297347;Woning;GM1963;Hoeksche Waard;2019JJ00;2019;37542;288;49;0;279;37821
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2020JJ00;2020;87401; 87724.0;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2020JJ00;2020;4518;2684;1993;GM1963;Hoeksche Waard;2020JJ00;2020;329804;Woning;GM1963;Hoeksche Waard;2020JJ00;2020;37821;379;11;2;382;38203
Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2021JJ00;2021;88047; 88381.0;Totaal mannen en vrouwen;Totaal;GM1963;Hoeksche Waard;2021JJ00;2021;4385;2870;2202;GM1963;Hoeksche Waard;2021JJ00;2021;364756;Woning;GM1963;Hoeksche Waard;2021JJ00;2021;38203;350;27;-6;440;38643
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;1995JJ00;1995;8680;  8730.0;;;;;;;;;;GM0253;Hoevelaken;1995JJ00;1995;123855;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;1996JJ00;1996;8780;  8772.5;;;;;;;;;;GM0253;Hoevelaken;1996JJ00;1996;144740;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;1997JJ00;1997;8765;  8728.5;;;;;;;;;;GM0253;Hoevelaken;1997JJ00;1997;155020;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;1998JJ00;1998;8508;  8514.0;;;;;;;;;;GM0253;Hoevelaken;1998JJ00;1998;182323;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;1999JJ00;1999;8520;  8544.0;;;;;;;;;;GM0253;Hoevelaken;1999JJ00;1999;220007;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2000JJ00;2000;;;;;;;;;;;;GM0253;Hoevelaken;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2001JJ00;2001;;;;;;;;;;;;GM0253;Hoevelaken;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2002JJ00;2002;;;;;;;;;;;;GM0253;Hoevelaken;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2003JJ00;2003;;;;;;;;;;;;GM0253;Hoevelaken;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2004JJ00;2004;;;;;;;;;;;;GM0253;Hoevelaken;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2005JJ00;2005;;;;;;;;;;;;GM0253;Hoevelaken;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2006JJ00;2006;;;;;;;;;;;;GM0253;Hoevelaken;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2007JJ00;2007;;;;;;;;;;;;GM0253;Hoevelaken;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2008JJ00;2008;;;;;;;;;;;;GM0253;Hoevelaken;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2009JJ00;2009;;;;;;;;;;;;GM0253;Hoevelaken;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2010JJ00;2010;;;;;;;;;;;;GM0253;Hoevelaken;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2011JJ00;2011;;;;;;;;;;;;GM0253;Hoevelaken;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2012JJ00;2012;;;;;;;;;;;;GM0253;Hoevelaken;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2013JJ00;2013;;;;;;;;;;;;GM0253;Hoevelaken;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2014JJ00;2014;;;;;;;;;;;;GM0253;Hoevelaken;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2015JJ00;2015;;;;;;;;;;;;GM0253;Hoevelaken;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2016JJ00;2016;;;;;;;;;;;;GM0253;Hoevelaken;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2017JJ00;2017;;;;;;;;;;;;GM0253;Hoevelaken;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2018JJ00;2018;;;;;;;;;;;;GM0253;Hoevelaken;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2019JJ00;2019;;;;;;;;;;;;GM0253;Hoevelaken;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2020JJ00;2020;;;;;;;;;;;;GM0253;Hoevelaken;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0253;Hoevelaken;2021JJ00;2021;;;;;;;;;;;;GM0253;Hoevelaken;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;1995JJ00;1995;8244;  8238.0;;;;;;;;;;GM0799;Hoeven;1995JJ00;1995;130923;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;1996JJ00;1996;8232;  8248.0;;;;;;;;;;GM0799;Hoeven;1996JJ00;1996;137176;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;1997JJ00;1997;;;;;;;;;;;;GM0799;Hoeven;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;1998JJ00;1998;;;;;;;;;;;;GM0799;Hoeven;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;1999JJ00;1999;;;;;;;;;;;;GM0799;Hoeven;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2000JJ00;2000;;;;;;;;;;;;GM0799;Hoeven;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2001JJ00;2001;;;;;;;;;;;;GM0799;Hoeven;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2002JJ00;2002;;;;;;;;;;;;GM0799;Hoeven;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2003JJ00;2003;;;;;;;;;;;;GM0799;Hoeven;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2004JJ00;2004;;;;;;;;;;;;GM0799;Hoeven;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2005JJ00;2005;;;;;;;;;;;;GM0799;Hoeven;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2006JJ00;2006;;;;;;;;;;;;GM0799;Hoeven;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2007JJ00;2007;;;;;;;;;;;;GM0799;Hoeven;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2008JJ00;2008;;;;;;;;;;;;GM0799;Hoeven;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2009JJ00;2009;;;;;;;;;;;;GM0799;Hoeven;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2010JJ00;2010;;;;;;;;;;;;GM0799;Hoeven;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2011JJ00;2011;;;;;;;;;;;;GM0799;Hoeven;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2012JJ00;2012;;;;;;;;;;;;GM0799;Hoeven;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2013JJ00;2013;;;;;;;;;;;;GM0799;Hoeven;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2014JJ00;2014;;;;;;;;;;;;GM0799;Hoeven;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2015JJ00;2015;;;;;;;;;;;;GM0799;Hoeven;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2016JJ00;2016;;;;;;;;;;;;GM0799;Hoeven;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2017JJ00;2017;;;;;;;;;;;;GM0799;Hoeven;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2018JJ00;2018;;;;;;;;;;;;GM0799;Hoeven;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2019JJ00;2019;;;;;;;;;;;;GM0799;Hoeven;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2020JJ00;2020;;;;;;;;;;;;GM0799;Hoeven;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0799;Hoeven;2021JJ00;2021;;;;;;;;;;;;GM0799;Hoeven;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;1995JJ00;1995;;;;;;;;;;;;GM1735;Hof van Twente;1995JJ00;1995;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;1996JJ00;1996;;;;;;;;;;;;GM1735;Hof van Twente;1996JJ00;1996;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;1997JJ00;1997;;;;;;;;;;;;GM1735;Hof van Twente;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;1998JJ00;1998;;;;;;;;;;;;GM1735;Hof van Twente;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;1999JJ00;1999;;;;;;;;;;;;GM1735;Hof van Twente;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2000JJ00;2000;;;;;;;;;;;;GM1735;Hof van Twente;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2001JJ00;2001;34855; 34948.0;;;;;;;;;;GM1735;Hof van Twente;2001JJ00;2001;221738;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2002JJ00;2002;35041; 35039.5;;;;;;;;;;GM1735;Hof van Twente;2002JJ00;2002;207006;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2003JJ00;2003;35038; 35019.0;;;;;;;;;;GM1735;Hof van Twente;2003JJ00;2003;212067;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2004JJ00;2004;35000; 34970.5;;;;;;;;;;GM1735;Hof van Twente;2004JJ00;2004;234299;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2005JJ00;2005;34941; 34991.0;;;;;;;;;;GM1735;Hof van Twente;2005JJ00;2005;206705;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2006JJ00;2006;35041; 35089.0;;;;;;;;;;GM1735;Hof van Twente;2006JJ00;2006;245320;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2007JJ00;2007;35137; 35159.0;;;;;;;;;;GM1735;Hof van Twente;2007JJ00;2007;262927;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2008JJ00;2008;35181; 35166.0;;;;;;;;;;GM1735;Hof van Twente;2008JJ00;2008;248309;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2009JJ00;2009;35151; 35309.5;;;;;;;;;;GM1735;Hof van Twente;2009JJ00;2009;265040;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2010JJ00;2010;35468; 35520.5;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2010JJ00;2010;1189;914;995;GM1735;Hof van Twente;2010JJ00;2010;232595;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2011JJ00;2011;35573; 35586.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2011JJ00;2011;1402;947;1129;GM1735;Hof van Twente;2011JJ00;2011;250112;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2012JJ00;2012;35599; 35407.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2012JJ00;2012;1375;903;1258;GM1735;Hof van Twente;2012JJ00;2012;231097;Woning;GM1735;Hof van Twente;2012JJ00;2012;14643;38;118;80;12;14655
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2013JJ00;2013;35215; 35106.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2013JJ00;2013;1125;836;954;GM1735;Hof van Twente;2013JJ00;2013;196506;Woning;GM1735;Hof van Twente;2013JJ00;2013;14655;75;8;64;135;14790
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2014JJ00;2014;34997; 34957.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2014JJ00;2014;1274;950;964;GM1735;Hof van Twente;2014JJ00;2014;220257;Woning;GM1735;Hof van Twente;2014JJ00;2014;14790;81;35;1;113;14903
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2015JJ00;2015;34917; 34899.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2015JJ00;2015;1339;981;913;GM1735;Hof van Twente;2015JJ00;2015;225881;Woning;GM1735;Hof van Twente;2015JJ00;2015;14903;27;91;1;-35;14868
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2016JJ00;2016;34881; 34946.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2016JJ00;2016;1655;1173;1038;GM1735;Hof van Twente;2016JJ00;2016;231967;Woning;GM1735;Hof van Twente;2016JJ00;2016;14868;144;55;0;101;14969
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2017JJ00;2017;35011; 34970.5;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2017JJ00;2017;1626;1122;1100;GM1735;Hof van Twente;2017JJ00;2017;249795;Woning;GM1735;Hof van Twente;2017JJ00;2017;14969;76;12;0;85;15054
